order_id,local_time,country_code,store_address,payment_status,n_of_products,products_total,final_status
33292114,13:57:11,PA,18480,PAID,2,5.25,DeliveredStatus
33420377,11:05:46,CL,48268,PAID,3,0.05,DeliveredStatus
32100871,20:51:01,ES,20112,PAID,8,11.58,DeliveredStatus
32628411,20:38:56,AR,62993,PAID,3,2.46,DeliveredStatus
32316133,20:10:26,AR,61405,PAID,4,1.24,DeliveredStatus
32377782,10:25:31,AR,55324,PAID,1,17.22,DeliveredStatus
32379272,14:33:57,ES,51146,PAID,2,10.89,DeliveredStatus
33263750,13:08:39,AR,53320,PAID,4,3.03,DeliveredStatus
32693522,17:09:22,PT,21355,PAID,1,6.6,DeliveredStatus
33427379,11:53:35,CL,48227,PAID,6,0.07,DeliveredStatus
32890236,21:25:41,AR,63908,PAID,2,12.31,DeliveredStatus
32007792,10:17:59,UA,70750,PAID,3,6.01,DeliveredStatus
33380013,22:08:37,PE,47402,PAID,1,10.21,CanceledStatus
32556258,16:15:57,ES,47180,PAID,4,11.9,DeliveredStatus
33189771,21:02:46,AR,60412,PAID,4,3.82,DeliveredStatus
32655193,13:33:30,TR,62032,PAID,4,6.73,DeliveredStatus
32144476,19:58:09,AR,62826,PAID,6,12.06,DeliveredStatus
32473102,20:03:01,AR,14455,PAID,9,19.32,DeliveredStatus
32412622,19:24:22,RO,31921,PAID,2,27.39,DeliveredStatus
33461088,13:23:56,PE,52008,PAID,3,8.87,DeliveredStatus
32382910,10:55:06,CL,48227,PAID,7,0.17,DeliveredStatus
32711757,21:02:16,RO,72551,PAID,5,10.34,DeliveredStatus
33484489,14:35:49,PE,29373,PAID,2,18.28,DeliveredStatus
32419072,12:58:47,EC,48778,PAID,3,31.65,CanceledStatus
32012018,12:08:04,UA,48577,PAID,5,11.2,DeliveredStatus
32549606,11:07:01,AR,21664,PAID,1,8.98,DeliveredStatus
33406720,12:50:53,ES,28712,PAID,4,22.25,DeliveredStatus
33379497,22:01:25,PA,65896,PAID,1,0.89,CanceledStatus
32387008,17:18:34,TR,71564,PAID,3,4.95,DeliveredStatus
32281652,21:14:58,ES,27733,PAID,2,25.2,DeliveredStatus
32332014,20:08:39,EC,61332,PAID,1,3.96,DeliveredStatus
32164034,22:13:12,AR,14455,PAID,5,11.84,DeliveredStatus
33095264,19:35:30,TR,50338,PAID,1,5.23,DeliveredStatus
33189797,21:02:56,AR,53181,PAID,1,8.48,DeliveredStatus
32149238,20:36:04,AR,34565,PAID,1,5.39,DeliveredStatus
33375606,21:18:40,EC,36790,PAID,1,3.56,DeliveredStatus
32233446,13:45:35,AR,64521,PAID,1,3.53,DeliveredStatus
33357868,21:11:10,AR,42871,PAID,1,7.56,DeliveredStatus
32426380,15:29:48,AR,67383,PAID,1,5.08,CanceledStatus
33037800,21:36:04,PE,51834,PAID,3,10.2,DeliveredStatus
33502552,15:24:32,EC,32171,PAID,1,29.36,DeliveredStatus
32585497,21:55:31,TR,68179,PAID,2,5.08,CanceledStatus
32858615,21:14:18,ES,1589,PAID,3,19.54,DeliveredStatus
32222754,16:21:29,MA,53849,PAID,3,2.88,DeliveredStatus
32186419,10:17:00,IT,8576,PAID,2,4.09,DeliveredStatus
32525363,09:35:22,TR,67702,PAID,2,2.91,CanceledStatus
32260758,14:10:12,PE,65880,PAID,1,2.13,DeliveredStatus
33443347,17:51:54,ES,18749,PAID,4,11.4,DeliveredStatus
33225453,12:29:18,UA,61356,PAID,1,5.74,DeliveredStatus
32819895,17:35:28,ES,34800,PAID,10,16.67,DeliveredStatus
32915509,12:22:08,MA,34507,PAID,3,6.74,DeliveredStatus
32368224,15:29:54,TR,37508,PAID,1,5.69,DeliveredStatus
32206638,14:24:36,ES,21468,PAID,6,8.88,CanceledStatus
33426885,17:50:45,TR,67930,PAID,2,2.49,DeliveredStatus
32945200,16:58:51,ES,51415,PAID,1,3.6,DeliveredStatus
32248648,20:20:54,UA,68161,PAID,3,17.99,DeliveredStatus
33401357,13:15:47,ES,45479,PAID,3,12.76,DeliveredStatus
32751838,17:52:45,PA,65896,NOT_PAID,2,1.67,DeliveredStatus
33076431,17:23:37,TR,47274,PAID,1,5.23,DeliveredStatus
33538707,18:58:00,PE,46853,PAID,1,6.32,DeliveredStatus
32147318,09:33:01,ES,8227,PAID,1,1.05,DeliveredStatus
32879983,22:32:43,ES,28675,PAID,1,2.5,DeliveredStatus
33205023,22:45:40,AR,61651,PAID,1,8.69,DeliveredStatus
32144198,19:56:14,AR,56360,PAID,7,2.66,DeliveredStatus
33175602,23:10:38,ES,69025,PAID,1,4.5,DeliveredStatus
32939018,12:04:42,AR,45849,PAID,1,4.08,DeliveredStatus
32694045,14:13:14,AR,57686,PAID,3,10.2,CanceledStatus
32692002,12:57:24,DO,48016,PAID,2,3.54,DeliveredStatus
32136984,23:01:22,FR,11316,PAID,2,24.4,DeliveredStatus
33535158,18:31:30,PE,11388,PAID,1,7.53,DeliveredStatus
32754528,20:18:32,AR,59619,PAID,7,42.92,DeliveredStatus
33124164,20:03:25,ES,46266,PAID,2,15.3,DeliveredStatus
32637053,20:03:55,PE,44520,PAID,4,6.75,DeliveredStatus
32697708,20:39:04,TR,71315,PAID,1,7.38,DeliveredStatus
33050869,12:46:53,UA,74587,PAID,1,7.58,DeliveredStatus
32730739,21:25:50,MA,33552,PAID,1,2.58,DeliveredStatus
32142148,22:38:15,PT,71798,PAID,2,4.98,CanceledStatus
32626222,20:18:17,AR,56328,PAID,1,15.27,CanceledStatus
32532429,12:43:30,ES,23443,PAID,9,15.48,DeliveredStatus
32468091,22:31:16,EG,44032,PAID,4,7.33,DeliveredStatus
33430110,16:15:09,ES,8227,PAID,12,27.09,CanceledStatus
33361322,21:33:42,AR,61421,PAID,7,5.9,DeliveredStatus
33025842,21:21:48,AR,62597,PAID,1,3.86,CanceledStatus
32415543,20:40:41,TR,48456,PAID,2,3.27,CanceledStatus
33442434,19:45:23,TR,74792,PAID,1,5.89,DeliveredStatus
32975950,14:13:19,EC,32115,PAID,2,6.03,DeliveredStatus
33085186,16:25:17,ES,49068,PAID,3,11.8,DeliveredStatus
32864793,20:40:12,ES,30119,PAID,4,4.47,DeliveredStatus
32760286,19:14:25,EC,68266,PAID,3,7.06,DeliveredStatus
33108751,18:55:21,IT,10012,PAID,4,33,DeliveredStatus
32100479,20:49:54,ES,27585,PAID,1,8.6,DeliveredStatus
33098020,18:53:31,EG,71179,PAID,3,5.71,CanceledStatus
33431580,10:25:33,EC,36695,PAID,1,5.3,DeliveredStatus
32917142,14:41:02,TR,61978,PAID,1,1.55,DeliveredStatus
33271106,12:06:09,PE,69197,PAID,1,6.72,DeliveredStatus
32319908,18:42:47,EC,54040,PAID,5,30.7,DeliveredStatus
33443979,11:56:25,EC,70080,PAID,5,9.39,DeliveredStatus
32023653,15:30:11,TR,44196,PAID,1,3.11,CanceledStatus
32527909,11:14:21,UA,58037,PAID,3,8.37,DeliveredStatus
32302153,16:30:17,PE,59013,PAID,1,9.58,DeliveredStatus
33353505,18:40:15,PE,68007,PAID,4,18.94,DeliveredStatus
33100856,18:11:33,ES,225,PAID,2,8.8,DeliveredStatus
32106351,20:43:10,ES,28669,PAID,5,26.2,DeliveredStatus
32346347,22:25:07,PE,13178,PAID,2,6.63,CanceledStatus
33277218,18:45:32,FR,3704,PAID,1,4.1,DeliveredStatus
32497665,20:27:54,CL,28403,PAID,2,0.16,DeliveredStatus
33057364,13:03:29,ES,20111,PAID,4,8.83,DeliveredStatus
32810435,17:12:47,UA,67084,PAID,2,5.07,DeliveredStatus
32189574,12:33:20,UA,63633,PAID,1,5.07,DeliveredStatus
33327435,14:55:04,GT,23487,PAID,2,5.77,DeliveredStatus
33361090,21:32:12,CL,9854,PAID,1,0.1,DeliveredStatus
33160810,21:01:00,ES,28669,PAID,2,15.1,DeliveredStatus
32960651,19:53:54,EG,54118,PAID,2,2.65,DeliveredStatus
33100102,20:07:04,TR,64690,PAID,1,11.27,DeliveredStatus
32252273,15:36:25,CL,55842,PAID,2,0.14,DeliveredStatus
32859097,20:14:16,ES,29451,PAID,2,15.4,DeliveredStatus
32888466,21:08:35,AR,51497,PAID,2,6.6,DeliveredStatus
32223341,18:26:08,TR,69355,PAID,1,8.02,DeliveredStatus
33254065,09:48:25,EC,51364,PAID,2,6.54,DeliveredStatus
32896409,19:25:46,GT,19725,PAID,1,8.6,DeliveredStatus
33441962,13:42:36,AR,61405,PAID,2,0.6,DeliveredStatus
32392712,17:59:47,TR,34891,PAID,6,6.87,DeliveredStatus
33441190,18:36:48,UA,64520,PAID,2,8.54,DeliveredStatus
32639053,19:25:24,CR,27605,PAID,1,5.67,CanceledStatus
32225040,12:39:56,AR,16169,PAID,2,5.12,DeliveredStatus
33522411,18:46:18,AR,55217,PAID,1,2.59,DeliveredStatus
33402348,13:22:44,ES,22022,PAID,3,9,DeliveredStatus
32206264,10:20:25,AR,59450,PAID,8,10.43,DeliveredStatus
33419054,16:57:42,TR,33283,PAID,3,1.68,DeliveredStatus
33321099,21:33:28,ES,49071,PAID,2,14,DeliveredStatus
32377879,14:26:01,ES,203,PAID,1,4.3,DeliveredStatus
32939801,16:11:30,ES,21465,PAID,1,2.49,DeliveredStatus
33527531,19:24:35,AR,38626,PAID,3,11.23,DeliveredStatus
33046152,11:09:59,UA,67189,PAID,2,3.71,DeliveredStatus
32607676,20:42:15,ES,28675,PAID,3,8.45,DeliveredStatus
32974726,20:08:03,ES,5690,PAID,9,13.27,DeliveredStatus
32587328,20:06:15,ES,10208,PAID,10,36.5,DeliveredStatus
32838549,15:39:44,AR,35505,PAID,1,3.3,DeliveredStatus
32240993,18:39:16,ES,5333,PAID,10,11.3,DeliveredStatus
32673558,17:05:14,TR,63854,PAID,3,4.59,DeliveredStatus
32206184,14:19:58,ES,20114,PAID,4,3.97,DeliveredStatus
33102143,12:19:11,EC,36695,PAID,1,5.31,CanceledStatus
33000342,21:55:16,ES,49068,PAID,2,6,DeliveredStatus
32925210,14:59:07,UA,60793,PAID,2,5.51,DeliveredStatus
32246312,15:08:41,AR,60970,PAID,2,5.52,DeliveredStatus
33060322,14:27:51,UA,56401,PAID,1,1.08,DeliveredStatus
32146822,18:17:43,PE,11361,PAID,1,7.66,DeliveredStatus
33378385,21:48:07,PE,14496,PAID,2,9.13,DeliveredStatus
32273157,20:50:18,ES,45464,PAID,7,42.05,DeliveredStatus
33140300,20:56:31,ES,50204,PAID,4,36.9,DeliveredStatus
32180094,23:09:11,PA,18149,PAID,4,17.88,DeliveredStatus
32259105,16:04:25,AR,32307,PAID,7,2.3,DeliveredStatus
33364530,21:54:45,AR,62501,PAID,1,4.75,CanceledStatus
32213403,16:09:04,RO,72558,PAID,4,10.28,DeliveredStatus
32751100,19:44:41,AR,55206,PAID,2,10.4,DeliveredStatus
33395206,12:12:44,ES,21627,PAID,6,11.2,DeliveredStatus
32366174,14:14:43,UA,60535,PAID,1,4.55,DeliveredStatus
32829767,18:47:16,ES,8997,PAID,7,11.28,DeliveredStatus
32608604,20:47:02,ES,30120,PAID,8,13.01,CanceledStatus
32351418,09:03:02,EG,45150,PAID,2,5.1,DeliveredStatus
33350239,20:12:21,AR,63429,PAID,2,3.46,DeliveredStatus
33441297,17:37:34,FR,51680,PAID,1,8.9,DeliveredStatus
32686523,17:12:05,ES,23445,PAID,5,16.98,DeliveredStatus
33185647,20:31:34,CL,30300,PAID,2,0.19,DeliveredStatus
32198299,09:25:21,AR,15514,PAID,2,3.53,DeliveredStatus
33021490,19:38:50,DO,41706,PAID,6,18.95,DeliveredStatus
32037853,09:14:38,EC,51370,PAID,1,5.23,DeliveredStatus
32213670,11:10:08,AR,55500,PAID,1,4.86,CanceledStatus
32285922,17:27:37,CL,31338,PAID,1,0.07,DeliveredStatus
32388293,14:27:15,ES,28675,PAID,5,15.35,DeliveredStatus
32754357,20:16:53,AR,33453,PAID,1,5.55,DeliveredStatus
32478729,18:09:28,AR,59638,PAID,1,1.52,DeliveredStatus
32596991,20:50:57,ES,16222,PAID,6,10.94,DeliveredStatus
32076608,21:24:58,TR,67726,PAID,2,2.3,DeliveredStatus
33141576,23:00:14,TR,62023,PAID,5,7.6,DeliveredStatus
33533553,20:18:48,CL,28423,PAID,2,0.09,DeliveredStatus
32229054,13:12:06,AR,55226,PAID,8,19.88,CanceledStatus
32100538,21:50:03,UA,45802,PAID,1,5.36,DeliveredStatus
32317406,20:21:29,AR,41813,PAID,1,2.65,DeliveredStatus
33063192,14:50:36,UA,73020,PAID,1,9.06,DeliveredStatus
32389964,15:39:10,IT,2524,PAID,3,12.6,DeliveredStatus
32990250,21:11:50,IT,13477,PAID,6,69.5,DeliveredStatus
32056869,13:32:36,AR,43837,PAID,5,1.79,DeliveredStatus
32760500,21:16:34,AR,16169,PAID,3,8.54,DeliveredStatus
32167436,12:33:02,AR,64309,PAID,2,8.5,CanceledStatus
33390120,10:23:13,IT,22606,PAID,8,33.51,CanceledStatus
33029873,21:58:12,CL,68730,PAID,2,0.13,DeliveredStatus
32139183,23:15:56,MA,53872,PAID,2,5.06,DeliveredStatus
32064485,18:22:35,ES,4310,PAID,2,50,DeliveredStatus
32788050,14:38:59,TR,44196,PAID,3,0.82,DeliveredStatus
32600715,21:08:12,ES,23445,PAID,8,16.36,DeliveredStatus
33365323,22:00:12,AR,38626,PAID,1,3.57,CanceledStatus
33554454,23:05:18,AR,33368,PAID,1,6.27,DeliveredStatus
32524258,23:25:25,EC,41224,PAID,2,4.97,DeliveredStatus
33035065,22:56:30,AR,58242,PAID,2,6.87,DeliveredStatus
32893424,21:55:41,AR,27748,PAID,1,4.62,DeliveredStatus
32786318,12:14:02,ES,71259,PAID,5,10.47,DeliveredStatus
32225128,17:40:44,RO,72545,PAID,4,8.94,DeliveredStatus
32041189,11:38:51,AR,55233,PAID,1,5.47,DeliveredStatus
32782806,11:03:02,AR,21665,PAID,3,6.25,DeliveredStatus
32415972,12:42:52,PE,69618,PAID,2,7.98,DeliveredStatus
33134599,20:39:08,ES,21546,PAID,3,19.5,DeliveredStatus
32816904,13:09:38,AR,57753,PAID,2,3.41,DeliveredStatus
33044654,10:25:14,UA,74587,PAID,1,4.21,CanceledStatus
33432962,10:36:23,EC,70079,PAID,3,5.7,DeliveredStatus
33453199,14:49:08,AR,67378,PAID,2,5.29,DeliveredStatus
33512141,22:00:56,ES,16351,PAID,1,1.95,DeliveredStatus
32281327,21:13:56,ES,49071,PAID,3,20,DeliveredStatus
32282926,20:19:42,PT,41304,PAID,5,13.86,DeliveredStatus
33423107,17:22:36,TR,69355,PAID,1,7.03,DeliveredStatus
32604231,22:25:13,UA,68382,PAID,3,18.71,DeliveredStatus
32337334,22:47:49,AR,63150,PAID,1,4.42,DeliveredStatus
32077177,19:27:19,ES,51124,PAID,5,14.77,CanceledStatus
32327577,21:38:37,CL,17326,PAID,4,0.1,DeliveredStatus
32917049,13:40:05,EG,33495,PAID,2,4.58,DeliveredStatus
33379733,00:04:42,AR,54452,PAID,1,5.19,DeliveredStatus
32610601,09:03:06,ES,16236,PAID,7,9.49,DeliveredStatus
32355635,11:37:38,EG,47171,PAID,6,2.13,DeliveredStatus
32637039,22:03:50,AR,63642,PAID,2,5.2,DeliveredStatus
33535667,20:35:20,AR,70888,PAID,1,4.75,DeliveredStatus
32201092,08:46:53,DO,62328,PAID,2,6.25,DeliveredStatus
32603564,20:21:53,ES,30119,PAID,3,6.5,DeliveredStatus
32237593,20:16:02,TR,46229,PAID,1,4.54,DeliveredStatus
33205123,20:46:24,PE,11694,PAID,2,4.31,DeliveredStatus
32889952,20:43:01,PA,71424,PAID,8,24.96,CanceledStatus
32007353,11:00:01,TR,71602,PAID,3,4.63,DeliveredStatus
32152573,20:58:48,AR,61709,PAID,4,5.14,DeliveredStatus
33439353,17:24:06,ES,67425,PAID,1,14,CanceledStatus
32829968,18:48:35,ES,49615,PAID,3,41.2,DeliveredStatus
32186949,11:32:11,UA,50832,PAID,7,24,DeliveredStatus
32251444,13:32:48,PE,63594,PAID,1,2.53,DeliveredStatus
33498673,15:13:28,PE,44508,PAID,2,10.75,DeliveredStatus
32305858,00:50:17,TR,67714,PAID,1,1.15,DeliveredStatus
32220369,16:01:50,IT,12513,PAID,3,12,DeliveredStatus
32604043,21:24:04,IT,25501,PAID,2,10,CanceledStatus
32251219,19:31:50,IT,22606,PAID,2,3.23,DeliveredStatus
32701080,13:02:18,PE,47394,PAID,1,3.2,DeliveredStatus
32197963,13:22:42,ES,2313,PAID,1,15.99,CanceledStatus
32012389,12:14:46,UA,67086,PAID,2,5.32,DeliveredStatus
32315887,20:07:57,AR,33368,PAID,1,7.07,DeliveredStatus
32851938,20:43:23,ES,21468,PAID,8,16.03,DeliveredStatus
32882377,20:02:48,CL,28456,PAID,1,0.04,DeliveredStatus
32592751,20:31:21,IT,10387,PAID,1,8.55,DeliveredStatus
33087327,09:40:15,GT,29231,PAID,1,3.82,CanceledStatus
32967959,19:34:09,IT,526,PAID,1,12,DeliveredStatus
32267709,20:33:43,ES,32488,PAID,2,19.8,DeliveredStatus
32072607,13:06:56,PE,12968,PAID,2,6.01,DeliveredStatus
32533090,12:11:40,ES,58634,PAID,5,4.9,DeliveredStatus
32936026,15:37:26,ES,5916,PAID,1,2.8,DeliveredStatus
32936298,16:43:03,IT,10696,PAID,1,65,CanceledStatus
32007175,10:03:03,RO,70376,PAID,2,10.96,CanceledStatus
32870682,22:12:09,FR,3082,PAID,5,13.8,DeliveredStatus
33443949,13:03:04,PE,28741,PAID,2,10.19,DeliveredStatus
32542552,13:59:53,ES,5658,PAID,8,16.66,DeliveredStatus
32085040,20:59:08,RO,73044,PAID,1,2.63,DeliveredStatus
33091505,19:10:07,TR,37508,PAID,1,5.68,DeliveredStatus
33136274,20:44:24,ES,69732,PAID,2,15.9,DeliveredStatus
32941062,16:22:57,ES,16224,PAID,4,8.92,DeliveredStatus
32566666,17:49:48,ES,20121,PAID,6,6.37,DeliveredStatus
33226375,13:49:21,TR,69037,PAID,3,1.8,DeliveredStatus
32391313,17:49:04,TR,62056,PAID,3,20.59,DeliveredStatus
32190002,12:43:44,UA,55877,PAID,3,5.17,DeliveredStatus
32306812,18:55:48,CL,17277,PAID,1,0.19,CanceledStatus
32198539,13:27:33,ES,20121,PAID,1,1.53,DeliveredStatus
32080303,19:40:25,ES,9005,PAID,8,21.65,DeliveredStatus
32551946,09:31:33,PA,67898,PAID,1,5.73,CanceledStatus
33080113,15:50:16,ES,21457,PAID,1,3.11,DeliveredStatus
32354933,12:16:43,TR,68583,PAID,7,19.73,DeliveredStatus
32958276,20:39:01,TR,66925,PAID,2,2.77,DeliveredStatus
32893905,20:00:12,PE,51278,PAID,2,2.89,DeliveredStatus
33271893,18:11:28,ES,16226,PAID,5,20.69,DeliveredStatus
33399069,13:57:55,RO,60271,PAID,3,26.78,DeliveredStatus
32151345,23:50:29,ES,14848,PAID,3,16,CanceledStatus
32843934,14:07:03,PE,28741,PAID,4,22.55,DeliveredStatus
32290782,21:43:01,IT,11449,PAID,1,9.9,DeliveredStatus
33287471,21:37:49,TR,65626,PAID,2,3.11,DeliveredStatus
32994821,14:30:27,CR,72064,PAID,1,5.79,DeliveredStatus
32906080,10:18:10,TR,30147,PAID,2,2.61,DeliveredStatus
32221517,17:11:22,RO,70368,PAID,2,18.86,DeliveredStatus
33209217,23:21:19,AR,60343,PAID,1,2.12,DeliveredStatus
32664480,14:37:20,RO,66149,PAID,1,2.74,DeliveredStatus
33377929,21:43:00,PA,18149,PAID,1,5.71,DeliveredStatus
32352307,08:31:31,ES,5329,PAID,2,5.9,DeliveredStatus
32942235,12:32:54,AR,59450,PAID,2,3.13,DeliveredStatus
32809701,16:05:58,MA,43979,PAID,2,4.79,DeliveredStatus
32709361,19:49:18,IT,15712,PAID,1,7,DeliveredStatus
33251786,17:29:35,TR,50137,PAID,1,5.48,DeliveredStatus
32669345,14:23:59,IT,10695,PAID,4,10.52,DeliveredStatus
32948606,13:26:35,AR,59127,PAID,6,2.06,DeliveredStatus
32203841,14:04:50,ES,10207,PAID,3,17.9,DeliveredStatus
32895823,19:23:31,GT,55461,PAID,1,29.83,DeliveredStatus
33394890,12:07:18,MA,72446,PAID,3,8.96,DeliveredStatus
32683593,12:45:25,AR,59127,PAID,3,1.06,DeliveredStatus
32250725,19:32:03,ES,23441,PAID,3,7.96,DeliveredStatus
33536002,20:37:50,AR,47380,PAID,1,4,DeliveredStatus
32277292,21:02:25,ES,21546,PAID,1,6,DeliveredStatus
33556272,23:29:32,AR,55171,PAID,1,4.52,DeliveredStatus
32868044,20:57:00,ES,29451,PAID,2,13.3,DeliveredStatus
32383169,14:56:46,MA,32033,PAID,1,8.74,DeliveredStatus
32964414,18:15:09,PT,74139,PAID,3,8.3,DeliveredStatus
32159509,19:43:32,PE,43593,PAID,1,13.28,DeliveredStatus
33147757,21:18:51,MA,70784,PAID,1,3.24,DeliveredStatus
33009618,10:03:11,ES,23445,PAID,6,19.26,DeliveredStatus
32058402,18:45:24,RO,71912,PAID,2,0.9,CanceledStatus
32038861,14:21:49,ES,28671,PAID,2,5.2,DeliveredStatus
32782581,13:07:25,TR,50283,PAID,1,2.78,DeliveredStatus
33427466,11:54:10,AR,64637,PAID,2,6.91,DeliveredStatus
33269749,20:03:36,TR,67932,PAID,3,2.93,DeliveredStatus
33371091,22:40:57,AR,63012,PAID,6,4.8,CanceledStatus
32375874,13:15:18,ES,28676,PAID,2,8.7,CanceledStatus
33358881,21:17:48,AR,53702,PAID,1,10.37,DeliveredStatus
32594726,21:03:01,ES,45099,PAID,2,16,CanceledStatus
32859616,20:20:01,ES,30122,PAID,8,12.85,DeliveredStatus
32089016,20:33:07,ES,21546,PAID,3,17.5,DeliveredStatus
32656928,14:05:31,TR,37494,PAID,3,7.06,DeliveredStatus
33273903,12:24:46,PE,48331,PAID,1,10.21,DeliveredStatus
33055015,13:39:26,UA,71775,PAID,2,3.91,DeliveredStatus
32230125,17:21:10,FR,3305,PAID,1,29.99,DeliveredStatus
33253036,09:39:57,EC,41130,PAID,2,2.89,DeliveredStatus
32516078,20:52:49,PE,59009,PAID,5,13.56,DeliveredStatus
32549221,16:02:52,RO,46936,PAID,1,4.64,DeliveredStatus
33178813,22:34:19,PT,18073,PAID,4,8.71,DeliveredStatus
32965547,19:21:13,ES,49068,PAID,2,4.5,DeliveredStatus
32290335,21:42:48,MA,32566,PAID,5,16.56,DeliveredStatus
33294356,14:05:51,PE,29363,PAID,2,18,DeliveredStatus
32667163,14:03:49,IT,18009,PAID,1,3.7,DeliveredStatus
32985053,14:51:24,PA,69820,PAID,2,12.27,DeliveredStatus
33068460,14:28:56,ES,45101,PAID,1,5.2,DeliveredStatus
33389327,11:58:16,TR,49796,PAID,1,2.04,DeliveredStatus
32117311,23:39:26,TR,71080,PAID,1,2.79,DeliveredStatus
32010737,11:39:56,UA,66313,PAID,4,6.6,DeliveredStatus
32884741,20:30:08,AR,34565,PAID,1,5.31,DeliveredStatus
32704107,19:43:21,ES,18683,PAID,4,10.93,DeliveredStatus
32544837,15:20:49,EG,33605,PAID,1,5.45,DeliveredStatus
33408010,16:43:02,PT,74139,PAID,15,26.59,CanceledStatus
32198340,15:25:44,TR,66289,PAID,1,2.44,DeliveredStatus
32903564,21:27:03,GT,19858,PAID,2,14.57,DeliveredStatus
32960547,18:53:13,IT,2524,PAID,2,19.15,DeliveredStatus
32653501,12:56:09,TR,35389,PAID,3,5,DeliveredStatus
33255927,10:03:54,EC,51364,PAID,2,9.97,DeliveredStatus
32742655,18:27:56,AR,57735,PAID,3,4.88,DeliveredStatus
32047395,10:23:53,EC,51363,PAID,1,5.23,DeliveredStatus
32006947,10:30:56,TR,62036,PAID,1,1.23,DeliveredStatus
33444768,18:01:40,FR,3709,NOT_PAID,4,18.4,CanceledStatus
33076028,09:20:48,PE,68992,PAID,2,8.62,DeliveredStatus
33226024,12:41:25,UA,66532,PAID,2,7.25,DeliveredStatus
32779208,10:33:05,UA,45789,PAID,1,4.12,DeliveredStatus
33476334,20:43:38,ES,22015,PAID,1,33,DeliveredStatus
32023822,15:31:26,TR,35389,PAID,1,1.56,DeliveredStatus
33357290,19:07:20,PE,63594,PAID,3,35.49,DeliveredStatus
32923094,16:40:10,GE,71329,PAID,2,5.3,DeliveredStatus
33090995,18:06:34,RO,60271,PAID,2,15.6,DeliveredStatus
33055952,14:49:19,TR,62027,PAID,2,3.47,DeliveredStatus
32105309,21:18:01,ES,69732,PAID,1,8.95,DeliveredStatus
32655021,13:29:50,TR,60457,PAID,1,1.15,DeliveredStatus
32703126,19:14:21,ES,69020,PAID,1,7.9,DeliveredStatus
32525183,09:03:02,TR,31258,PAID,1,1.56,DeliveredStatus
33245902,14:47:13,ES,14780,PAID,2,10.4,DeliveredStatus
32916432,14:33:11,TR,68584,PAID,2,4.89,CanceledStatus
32459424,21:07:01,ES,28592,PAID,2,7.1,DeliveredStatus
32628256,20:37:24,AR,63798,PAID,1,4.42,DeliveredStatus
32599383,21:01:42,ES,21476,PAID,7,17.4,DeliveredStatus
33222823,12:20:45,TR,62018,PAID,2,2.58,DeliveredStatus
33224257,13:00:13,TR,72142,PAID,1,1.96,DeliveredStatus
33082958,16:09:43,ES,8511,PAID,10,22.25,DeliveredStatus
32560998,17:01:00,FR,3706,PAID,4,12,DeliveredStatus
32548786,15:58:35,EG,44106,PAID,1,2.52,DeliveredStatus
32455862,16:57:55,AR,58239,PAID,1,4.42,DeliveredStatus
32684329,12:51:30,AR,58908,PAID,1,2.77,DeliveredStatus
32931589,16:55:03,TR,49653,PAID,1,3.42,DeliveredStatus
33321274,15:34:05,PE,70767,PAID,4,14.11,DeliveredStatus
32405286,19:35:18,TR,63854,PAID,2,2.45,DeliveredStatus
32548577,13:56:48,ES,16448,PAID,3,10.8,DeliveredStatus
32306758,22:55:27,MA,35586,PAID,2,10.21,DeliveredStatus
33334686,22:24:19,ES,13538,PAID,4,17.5,DeliveredStatus
32163898,22:12:20,AR,17509,PAID,1,11.62,DeliveredStatus
33013856,23:25:09,IT,17771,PAID,1,5,DeliveredStatus
32531253,07:36:27,AR,33373,PAID,2,1.64,CanceledStatus
32760741,21:18:35,AR,63150,PAID,1,2.22,DeliveredStatus
33206907,23:00:43,AR,27755,PAID,1,6.36,DeliveredStatus
33229944,12:45:32,ES,9443,PAID,4,3.96,CanceledStatus
33500243,21:17:58,FR,4137,PAID,3,27.5,DeliveredStatus
32650615,10:03:06,ES,21468,PAID,7,12.04,DeliveredStatus
33456214,20:03:50,UA,56470,PAID,1,8.13,DeliveredStatus
33243874,13:34:10,ES,29451,PAID,1,8.3,CanceledStatus
32339424,21:05:30,PE,43545,PAID,4,23.16,DeliveredStatus
33247563,15:58:32,UA,50832,PAID,2,8.94,DeliveredStatus
33208354,09:03:02,CR,23432,PAID,2,27.52,CanceledStatus
33392935,13:33:49,TR,47544,PAID,5,3.92,DeliveredStatus
32348035,00:57:07,AR,55333,PAID,2,4.19,DeliveredStatus
32120964,17:51:10,AR,53173,PAID,1,3.69,DeliveredStatus
32943034,17:40:05,EG,73705,PAID,2,5.22,DeliveredStatus
33087483,10:41:15,EC,32115,PAID,1,1.77,CanceledStatus
33252975,11:39:26,AR,62992,PAID,3,2.4,DeliveredStatus
32189647,12:35:32,UA,71775,PAID,3,6.51,CanceledStatus
33250147,15:18:05,ES,8990,PAID,8,9.02,DeliveredStatus
33207229,23:03:14,AR,28285,PAID,4,7.21,DeliveredStatus
32591233,20:24:17,ES,16223,PAID,9,19.54,DeliveredStatus
32726742,21:07:37,ES,27635,PAID,2,16.65,DeliveredStatus
32587975,16:08:39,AR,62499,PAID,1,1.55,DeliveredStatus
33184789,00:24:35,ES,16348,PAID,1,4.95,DeliveredStatus
